class	time_point	hc	class2	final_class
ENSG00000172671	variable	variable	cluster_1	downregulation	downregulation
ENSG00000172687	downregulation	NA	NA	NA	downregulation
ENSG00000172716	variable	variable	cluster_2	upregulation	upregulation
ENSG00000172725	bending	H006	NA	NA	bending
ENSG00000172728	moderate_expression	flat	cluster_3	bending	bending
ENSG00000172731	downregulation	NA	NA	NA	downregulation
ENSG00000172757	peaking	H072	NA	NA	peaking
ENSG00000172765	variable	variable	cluster_3	bending	bending
ENSG00000172766	moderate_expression	flat	cluster_1	downregulation	downregulation
ENSG00000172785	peaking	H036	NA	NA	peaking
ENSG00000172794	upregulation	NA	NA	NA	upregulation
ENSG00000172795	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000172803	downregulation	NA	NA	NA	downregulation
ENSG00000172809	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000172819	peaking	H036	NA	NA	peaking
ENSG00000172824	bending	H012	NA	NA	bending
ENSG00000172830	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000172840	peaking	H003	NA	NA	peaking
ENSG00000172869	variable	variable	cluster_3	bending	bending
ENSG00000172878	downregulation	NA	NA	NA	downregulation
ENSG00000172888	moderate_expression	flat	cluster_3	bending	bending
ENSG00000172890	high_expression	flat	cluster_2	upregulation	upregulation
ENSG00000172893	downregulation	NA	NA	NA	downregulation
ENSG00000172936	peaking	H072	NA	NA	peaking
ENSG00000172939	variable	variable	cluster_3	bending	bending
ENSG00000172943	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000172954	downregulation	NA	NA	NA	downregulation
ENSG00000172977	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000172992	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000172995	downregulation	NA	NA	NA	downregulation
ENSG00000173020	variable	variable	cluster_1	downregulation	downregulation
ENSG00000173041	moderate_expression	flat	cluster_1	downregulation	downregulation
ENSG00000173064	variable	variable	cluster_3	bending	bending
ENSG00000173065	variable	variable	cluster_3	bending	bending
ENSG00000173083	upregulation	NA	NA	NA	upregulation
ENSG00000173110	variable	variable	cluster_3	bending	bending
ENSG00000173113	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000173145	variable	variable	cluster_1	downregulation	downregulation
ENSG00000173166	upregulation	NA	NA	NA	upregulation
ENSG00000173193	variable	variable	cluster_3	bending	bending
ENSG00000173198	peaking	H036	NA	NA	peaking
ENSG00000173207	downregulation	NA	NA	NA	downregulation
ENSG00000173221	variable	variable	cluster_2	upregulation	upregulation
ENSG00000173226	downregulation	NA	NA	NA	downregulation
ENSG00000173230	upregulation	NA	NA	NA	upregulation
ENSG00000173273	moderate_expression	flat	cluster_1	downregulation	downregulation
ENSG00000173275	variable	variable	cluster_3	bending	bending
ENSG00000173281	variable	variable	cluster_3	bending	bending
ENSG00000173334	upregulation	NA	NA	NA	upregulation
ENSG00000173349	variable	variable	cluster_1	downregulation	downregulation
ENSG00000173369	upregulation	NA	NA	NA	upregulation
ENSG00000173372	upregulation	NA	NA	NA	upregulation
ENSG00000173391	peaking	H072	NA	NA	peaking
ENSG00000173402	variable	variable	cluster_3	bending	bending
ENSG00000173406	downregulation	NA	NA	NA	downregulation
ENSG00000173409	moderate_expression	flat	cluster_2	upregulation	upregulation
ENSG00000173442	bending	H006	NA	NA	bending
ENSG00000173457	downregulation	NA	NA	NA	downregulation
ENSG00000173465	variable	variable	cluster_1	downregulation	downregulation
ENSG00000173473	downregulation	NA	NA	NA	downregulation
ENSG00000173482	upregulation	NA	NA	NA	upregulation
ENSG00000173486	variable	variable	cluster_2	upregulation	upregulation
ENSG00000173511	variable	variable	cluster_3	bending	bending
ENSG00000173517	upregulation	NA	NA	NA	upregulation
ENSG00000173531	variable	variable	cluster_3	bending	bending
ENSG00000173535	upregulation	NA	NA	NA	upregulation
ENSG00000173548	variable	variable	cluster_2	upregulation	upregulation
ENSG00000173559	upregulation	NA	NA	NA	upregulation
ENSG00000173581	variable	variable	cluster_3	bending	bending
ENSG00000173588	downregulation	NA	NA	NA	downregulation
ENSG00000173598	variable	variable	cluster_1	downregulation	downregulation
ENSG00000173599	variable	variable	cluster_2	upregulation	upregulation
ENSG00000173611	variable	variable	cluster_1	downregulation	downregulation
ENSG00000173614	variable	variable	cluster_2	upregulation	upregulation
ENSG00000173638	peaking	H012	NA	NA	peaking
ENSG00000173653	peaking	H006	NA	NA	peaking
ENSG00000173660	variable	variable	cluster_1	downregulation	downregulation
ENSG00000173674	downregulation	NA	NA	NA	downregulation
ENSG00000173692	peaking	H009	NA	NA	peaking
ENSG00000173706	variable	variable	cluster_3	bending	bending
ENSG00000173726	variable	variable	cluster_1	downregulation	downregulation
ENSG00000173744	peaking	H072	NA	NA	peaking
ENSG00000173805	downregulation	NA	NA	NA	downregulation
ENSG00000173821	bending	H006	NA	NA	bending
ENSG00000173848	downregulation	NA	NA	NA	downregulation
ENSG00000173852	high_expression	flat	cluster_2	upregulation	upregulation
ENSG00000173894	downregulation	NA	NA	NA	downregulation
ENSG00000173898	downregulation	NA	NA	NA	downregulation
ENSG00000173905	variable	variable	cluster_1	downregulation	downregulation
ENSG00000173914	downregulation	NA	NA	NA	downregulation
ENSG00000173918	variable	variable	cluster_3	bending	bending
ENSG00000173926	variable	variable	cluster_1	downregulation	downregulation
ENSG00000173928	variable	variable	cluster_1	downregulation	downregulation
ENSG00000173933	downregulation	NA	NA	NA	downregulation
ENSG00000173950	variable	variable	cluster_1	downregulation	downregulation
ENSG00000173960	moderate_expression	flat	cluster_1	downregulation	downregulation
ENSG00000173992	variable	variable	cluster_2	upregulation	upregulation
ENSG00000174004	bending	H006	NA	NA	bending
ENSG00000174010	variable	variable	cluster_1	downregulation	downregulation
ENSG00000174106	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000174109	variable	variable	cluster_1	downregulation	downregulation
ENSG00000174125	upregulation	NA	NA	NA	upregulation
ENSG00000174130	upregulation	NA	NA	NA	upregulation
ENSG00000174132	variable	variable	cluster_3	bending	bending
ENSG00000174136	peaking	H003	NA	NA	peaking
ENSG00000174151	moderate_expression	flat	cluster_3	bending	bending
ENSG00000174165	variable	variable	cluster_3	bending	bending
ENSG00000174173	variable	variable	cluster_1	downregulation	downregulation
ENSG00000174177	peaking	H006	NA	NA	peaking
ENSG00000174197	downregulation	NA	NA	NA	downregulation
ENSG00000174206	variable	variable	cluster_1	downregulation	downregulation
ENSG00000174231	downregulation	NA	NA	NA	downregulation
ENSG00000174238	high_expression	flat	cluster_2	upregulation	upregulation
ENSG00000174243	variable	variable	cluster_1	downregulation	downregulation
ENSG00000174282	variable	variable	cluster_3	bending	bending
ENSG00000174370	variable	variable	cluster_3	bending	bending
ENSG00000174371	downregulation	NA	NA	NA	downregulation
ENSG00000174373	variable	variable	cluster_3	bending	bending
ENSG00000174428	downregulation	NA	NA	NA	downregulation
ENSG00000174442	downregulation	NA	NA	NA	downregulation
ENSG00000174444	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000174446	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000174456	variable	variable	cluster_3	bending	bending
ENSG00000174483	moderate_expression	flat	cluster_1	downregulation	downregulation
ENSG00000174500	downregulation	NA	NA	NA	downregulation
ENSG00000174547	variable	variable	cluster_1	downregulation	downregulation
ENSG00000174574	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000174579	variable	variable	cluster_1	downregulation	downregulation
ENSG00000174600	upregulation	NA	NA	NA	upregulation
ENSG00000174628	peaking	H012	NA	NA	peaking
ENSG00000174669	downregulation	NA	NA	NA	downregulation
ENSG00000174684	variable	variable	cluster_3	bending	bending
ENSG00000174695	peaking	H072	NA	NA	peaking
ENSG00000174705	upregulation	NA	NA	NA	upregulation
ENSG00000174718	variable	variable	cluster_3	bending	bending
ENSG00000174738	variable	variable	cluster_3	bending	bending
ENSG00000174744	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000174780	downregulation	NA	NA	NA	downregulation
ENSG00000174791	variable	variable	cluster_2	upregulation	upregulation
ENSG00000174807	variable	variable	cluster_2	upregulation	upregulation
ENSG00000174837	upregulation	NA	NA	NA	upregulation
ENSG00000174839	moderate_expression	flat	cluster_3	bending	bending
ENSG00000174840	variable	variable	cluster_1	downregulation	downregulation
ENSG00000174842	downregulation	NA	NA	NA	downregulation
ENSG00000174891	variable	variable	cluster_1	downregulation	downregulation
ENSG00000174903	high_expression	flat	cluster_2	upregulation	upregulation
ENSG00000174917	variable	variable	cluster_3	bending	bending
ENSG00000174943	moderate_expression	flat	cluster_1	downregulation	downregulation
ENSG00000174953	variable	variable	cluster_1	downregulation	downregulation
ENSG00000174989	moderate_expression	flat	cluster_1	downregulation	downregulation
ENSG00000174996	variable	variable	cluster_1	downregulation	downregulation
ENSG00000175029	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000175040	upregulation	NA	NA	NA	upregulation
ENSG00000175054	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000175063	downregulation	NA	NA	NA	downregulation
ENSG00000175073	upregulation	NA	NA	NA	upregulation
ENSG00000175084	peaking	H072	NA	NA	peaking
ENSG00000175087	variable	variable	cluster_1	downregulation	downregulation
ENSG00000175097	downregulation	NA	NA	NA	downregulation
ENSG00000175110	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000175115	variable	variable	cluster_3	bending	bending
ENSG00000175130	downregulation	NA	NA	NA	downregulation
ENSG00000175155	upregulation	NA	NA	NA	upregulation
ENSG00000175166	variable	variable	cluster_1	downregulation	downregulation
ENSG00000175182	variable	variable	cluster_3	bending	bending
ENSG00000175183	downregulation	NA	NA	NA	downregulation
ENSG00000175197	variable	variable	cluster_3	bending	bending
ENSG00000175203	variable	variable	cluster_3	bending	bending
ENSG00000175213	peaking	H006	NA	NA	peaking
ENSG00000175215	variable	variable	cluster_2	upregulation	upregulation
ENSG00000175216	downregulation	NA	NA	NA	downregulation
ENSG00000175274	peaking	H006	NA	NA	peaking
ENSG00000175279	variable	variable	cluster_1	downregulation	downregulation
ENSG00000175287	variable	variable	cluster_1	downregulation	downregulation
ENSG00000175305	peaking	H018	NA	NA	peaking
ENSG00000175309	high_expression	flat	cluster_2	upregulation	upregulation
ENSG00000175322	downregulation	NA	NA	NA	downregulation
ENSG00000175324	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000175334	variable	variable	cluster_1	downregulation	downregulation
ENSG00000175348	upregulation	NA	NA	NA	upregulation
ENSG00000175354	upregulation	NA	NA	NA	upregulation
ENSG00000175376	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000175387	high_expression	flat	cluster_2	upregulation	upregulation
ENSG00000175390	variable	variable	cluster_1	downregulation	downregulation
ENSG00000175395	upregulation	NA	NA	NA	upregulation
ENSG00000175414	variable	variable	cluster_3	bending	bending
ENSG00000175455	variable	variable	cluster_1	downregulation	downregulation
ENSG00000175463	bending	H006	NA	NA	bending
ENSG00000175467	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000175470	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000175471	upregulation	NA	NA	NA	upregulation
ENSG00000175482	bending	H006	NA	NA	bending
ENSG00000175489	upregulation	NA	NA	NA	upregulation
ENSG00000175538	upregulation	NA	NA	NA	upregulation
ENSG00000175548	variable	variable	cluster_1	downregulation	downregulation
ENSG00000175567	bending	H009	NA	NA	bending
ENSG00000175573	variable	variable	cluster_2	upregulation	upregulation
ENSG00000175581	downregulation	NA	NA	NA	downregulation
ENSG00000175582	variable	variable	cluster_2	upregulation	upregulation
ENSG00000175606	upregulation	NA	NA	NA	upregulation
ENSG00000175643	variable	variable	cluster_1	downregulation	downregulation
ENSG00000175662	variable	variable	cluster_2	upregulation	upregulation
ENSG00000175691	downregulation	NA	NA	NA	downregulation
ENSG00000175711	moderate_expression	flat	cluster_1	downregulation	downregulation
ENSG00000175727	variable	variable	cluster_1	downregulation	downregulation
ENSG00000175768	downregulation	NA	NA	NA	downregulation
ENSG00000175782	variable	variable	cluster_1	downregulation	downregulation
ENSG00000175787	moderate_expression	flat	cluster_1	downregulation	downregulation
ENSG00000175792	downregulation	NA	NA	NA	downregulation
ENSG00000175832	variable	variable	cluster_1	downregulation	downregulation
ENSG00000175895	bending	H018	NA	NA	bending
ENSG00000175899	upregulation	NA	NA	NA	upregulation
ENSG00000175931	variable	variable	cluster_1	downregulation	downregulation
ENSG00000175938	bending	H006	NA	NA	bending
ENSG00000175970	variable	variable	cluster_1	downregulation	downregulation
ENSG00000176014	peaking	H072	NA	NA	peaking
ENSG00000176022	variable	variable	cluster_1	downregulation	downregulation
ENSG00000176024	moderate_expression	flat	cluster_1	downregulation	downregulation
ENSG00000176049	upregulation	NA	NA	NA	upregulation
ENSG00000176055	variable	variable	cluster_1	downregulation	downregulation
ENSG00000176087	variable	variable	cluster_2	upregulation	upregulation
ENSG00000176102	variable	variable	cluster_1	downregulation	downregulation
ENSG00000176105	peaking	H003	NA	NA	peaking
ENSG00000176124	downregulation	NA	NA	NA	downregulation
ENSG00000176148	variable	variable	cluster_3	bending	bending
ENSG00000176171	variable	variable	cluster_3	bending	bending
ENSG00000176182	peaking	H006	NA	NA	peaking
ENSG00000176208	downregulation	NA	NA	NA	downregulation
ENSG00000176225	downregulation	NA	NA	NA	downregulation
ENSG00000176244	downregulation	NA	NA	NA	downregulation
ENSG00000176248	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000176293	downregulation	NA	NA	NA	downregulation
ENSG00000176358	peaking	H048	NA	NA	peaking
ENSG00000176371	downregulation	NA	NA	NA	downregulation
ENSG00000176390	variable	variable	cluster_3	bending	bending
ENSG00000176393	variable	variable	cluster_2	upregulation	upregulation
ENSG00000176396	variable	variable	cluster_1	downregulation	downregulation
ENSG00000176435	downregulation	NA	NA	NA	downregulation
ENSG00000176438	downregulation	NA	NA	NA	downregulation
ENSG00000176463	upregulation	NA	NA	NA	upregulation
ENSG00000176476	variable	variable	cluster_1	downregulation	downregulation
ENSG00000176490	high_expression	flat	cluster_3	bending	bending
ENSG00000176531	variable	variable	cluster_1	downregulation	downregulation
ENSG00000176533	variable	variable	cluster_1	downregulation	downregulation
ENSG00000176595	downregulation	NA	NA	NA	downregulation
ENSG00000176597	upregulation	NA	NA	NA	upregulation
ENSG00000176619	downregulation	NA	NA	NA	downregulation
ENSG00000176623	high_expression	flat	cluster_2	upregulation	upregulation
ENSG00000176624	variable	variable	cluster_1	downregulation	downregulation
ENSG00000176715	high_expression	flat	cluster_3	bending	bending
ENSG00000176731	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000176749	downregulation	NA	NA	NA	downregulation
ENSG00000176769	downregulation	NA	NA	NA	downregulation
ENSG00000176783	upregulation	NA	NA	NA	upregulation
ENSG00000176788	variable	variable	cluster_3	bending	bending
ENSG00000176834	variable	variable	cluster_1	downregulation	downregulation
ENSG00000176845	upregulation	NA	NA	NA	upregulation
ENSG00000176853	variable	variable	cluster_3	bending	bending
ENSG00000176871	upregulation	NA	NA	NA	upregulation
ENSG00000176887	downregulation	NA	NA	NA	downregulation
ENSG00000176890	downregulation	NA	NA	NA	downregulation
ENSG00000176894	variable	variable	cluster_1	downregulation	downregulation
ENSG00000176903	variable	variable	cluster_3	bending	bending
ENSG00000176915	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000176946	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000176953	downregulation	NA	NA	NA	downregulation
ENSG00000176956	peaking	H006	NA	NA	peaking
ENSG00000176986	high_expression	flat	cluster_2	upregulation	upregulation
ENSG00000176994	upregulation	NA	NA	NA	upregulation
ENSG00000177000	upregulation	NA	NA	NA	upregulation
ENSG00000177030	variable	variable	cluster_1	downregulation	downregulation
ENSG00000177042	variable	variable	cluster_2	upregulation	upregulation
ENSG00000177054	downregulation	NA	NA	NA	downregulation
ENSG00000177058	upregulation	NA	NA	NA	upregulation
ENSG00000177082	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000177084	downregulation	NA	NA	NA	downregulation
ENSG00000177105	upregulation	NA	NA	NA	upregulation
ENSG00000177106	variable	variable	cluster_3	bending	bending
ENSG00000177119	high_expression	flat	cluster_2	upregulation	upregulation
ENSG00000177125	variable	variable	cluster_3	bending	bending
ENSG00000177169	variable	variable	cluster_1	downregulation	downregulation
ENSG00000177189	high_expression	flat	cluster_2	upregulation	upregulation
ENSG00000177191	upregulation	NA	NA	NA	upregulation
ENSG00000177192	downregulation	NA	NA	NA	downregulation
ENSG00000177200	variable	variable	cluster_1	downregulation	downregulation
ENSG00000177239	variable	variable	cluster_3	bending	bending
ENSG00000177283	peaking	H009	NA	NA	peaking
ENSG00000177302	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000177303	downregulation	NA	NA	NA	downregulation
ENSG00000177311	upregulation	NA	NA	NA	upregulation
ENSG00000177370	variable	variable	cluster_1	downregulation	downregulation
ENSG00000177380	moderate_expression	flat	cluster_1	downregulation	downregulation
ENSG00000177409	bending	H006	NA	NA	bending
ENSG00000177425	downregulation	NA	NA	NA	downregulation
ENSG00000177455	downregulation	NA	NA	NA	downregulation
ENSG00000177479	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000177485	downregulation	NA	NA	NA	downregulation
ENSG00000177542	variable	variable	cluster_1	downregulation	downregulation
ENSG00000177556	upregulation	NA	NA	NA	upregulation
ENSG00000177575	upregulation	NA	NA	NA	upregulation
ENSG00000177576	variable	variable	cluster_3	bending	bending
ENSG00000177600	variable	variable	cluster_1	downregulation	downregulation
ENSG00000177602	downregulation	NA	NA	NA	downregulation
ENSG00000177606	upregulation	NA	NA	NA	upregulation
ENSG00000177613	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000177614	upregulation	NA	NA	NA	upregulation
ENSG00000177628	upregulation	NA	NA	NA	upregulation
ENSG00000177674	upregulation	NA	NA	NA	upregulation
ENSG00000177675	variable	variable	cluster_3	bending	bending
ENSG00000177697	variable	variable	cluster_2	upregulation	upregulation
ENSG00000177706	variable	variable	cluster_2	upregulation	upregulation
ENSG00000177721	variable	variable	cluster_1	downregulation	downregulation
ENSG00000177731	upregulation	NA	NA	NA	upregulation
ENSG00000177732	variable	variable	cluster_1	downregulation	downregulation
ENSG00000177733	downregulation	NA	NA	NA	downregulation
ENSG00000177854	variable	variable	cluster_3	bending	bending
ENSG00000177868	variable	variable	cluster_1	downregulation	downregulation
ENSG00000177879	high_expression	flat	cluster_3	bending	bending
ENSG00000177885	upregulation	NA	NA	NA	upregulation
ENSG00000177889	downregulation	NA	NA	NA	downregulation
ENSG00000177946	moderate_expression	flat	cluster_3	bending	bending
ENSG00000177951	high_expression	flat	cluster_3	bending	bending
ENSG00000177954	downregulation	NA	NA	NA	downregulation
ENSG00000177963	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000177971	variable	variable	cluster_1	downregulation	downregulation
ENSG00000177981	upregulation	NA	NA	NA	upregulation
ENSG00000178028	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000178035	downregulation	NA	NA	NA	downregulation
ENSG00000178038	variable	variable	cluster_2	upregulation	upregulation
ENSG00000178104	variable	variable	cluster_2	upregulation	upregulation
ENSG00000178105	variable	variable	cluster_1	downregulation	downregulation
ENSG00000178150	downregulation	NA	NA	NA	downregulation
ENSG00000178177	moderate_expression	flat	cluster_3	bending	bending
ENSG00000178199	bending	H006	NA	NA	bending
ENSG00000178202	downregulation	NA	NA	NA	downregulation
ENSG00000178209	peaking	H072	NA	NA	peaking
ENSG00000178217	downregulation	NA	NA	NA	downregulation
ENSG00000178226	variable	variable	cluster_2	upregulation	upregulation
ENSG00000178234	upregulation	NA	NA	NA	upregulation
ENSG00000178252	variable	variable	cluster_1	downregulation	downregulation
ENSG00000178295	peaking	H006	NA	NA	peaking
ENSG00000178338	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000178386	variable	variable	cluster_2	upregulation	upregulation
ENSG00000178409	variable	variable	cluster_1	downregulation	downregulation
ENSG00000178445	downregulation	NA	NA	NA	downregulation
ENSG00000178467	variable	variable	cluster_3	bending	bending
ENSG00000178498	downregulation	NA	NA	NA	downregulation
ENSG00000178502	variable	variable	cluster_1	downregulation	downregulation
ENSG00000178562	upregulation	NA	NA	NA	upregulation
ENSG00000178567	downregulation	NA	NA	NA	downregulation
ENSG00000178573	upregulation	NA	NA	NA	upregulation
ENSG00000178585	variable	variable	cluster_3	bending	bending
ENSG00000178605	peaking	H006	NA	NA	peaking
ENSG00000178665	peaking	H003	NA	NA	peaking
ENSG00000178691	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000178694	moderate_expression	flat	cluster_3	bending	bending
ENSG00000178695	upregulation	NA	NA	NA	upregulation
ENSG00000178719	bending	H006	NA	NA	bending
ENSG00000178726	upregulation	NA	NA	NA	upregulation
ENSG00000178741	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000178752	peaking	H006	NA	NA	peaking
ENSG00000178761	variable	variable	cluster_3	bending	bending
ENSG00000178764	variable	variable	cluster_1	downregulation	downregulation
ENSG00000178773	downregulation	NA	NA	NA	downregulation
ENSG00000178789	upregulation	NA	NA	NA	upregulation
ENSG00000178802	variable	variable	cluster_2	upregulation	upregulation
ENSG00000178809	peaking	H018	NA	NA	peaking
ENSG00000178904	variable	variable	cluster_1	downregulation	downregulation
ENSG00000178913	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000178921	downregulation	NA	NA	NA	downregulation
ENSG00000178922	variable	variable	cluster_3	bending	bending
ENSG00000178927	bending	H006	NA	NA	bending
ENSG00000178952	variable	variable	cluster_1	downregulation	downregulation
ENSG00000178966	variable	variable	cluster_1	downregulation	downregulation
ENSG00000178980	variable	variable	cluster_2	upregulation	upregulation
ENSG00000178982	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000178988	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000178996	upregulation	NA	NA	NA	upregulation
ENSG00000178999	downregulation	NA	NA	NA	downregulation
ENSG00000179021	moderate_expression	flat	cluster_3	bending	bending
ENSG00000179029	bending	H006	NA	NA	bending
ENSG00000179041	peaking	H006	NA	NA	peaking
ENSG00000179051	downregulation	NA	NA	NA	downregulation
ENSG00000179091	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000179115	variable	variable	cluster_1	downregulation	downregulation
ENSG00000179144	upregulation	NA	NA	NA	upregulation
ENSG00000179152	upregulation	NA	NA	NA	upregulation
ENSG00000179163	upregulation	NA	NA	NA	upregulation
ENSG00000179195	downregulation	NA	NA	NA	downregulation
ENSG00000179222	downregulation	NA	NA	NA	downregulation
ENSG00000179240	variable	variable	cluster_3	bending	bending
ENSG00000179241	high_expression	flat	cluster_3	bending	bending
ENSG00000179271	peaking	H012	NA	NA	peaking
ENSG00000179295	variable	variable	cluster_1	downregulation	downregulation
ENSG00000179331	upregulation	NA	NA	NA	upregulation
ENSG00000179344	variable	variable	cluster_1	downregulation	downregulation
ENSG00000179364	variable	variable	cluster_3	bending	bending
ENSG00000179403	bending	H048	NA	NA	bending
ENSG00000179409	variable	variable	cluster_1	downregulation	downregulation
ENSG00000179431	variable	variable	cluster_1	downregulation	downregulation
ENSG00000179454	variable	variable	cluster_3	bending	bending
ENSG00000179456	variable	variable	cluster_1	downregulation	downregulation
ENSG00000179526	high_expression	flat	cluster_3	bending	bending
ENSG00000179532	variable	variable	cluster_1	downregulation	downregulation
ENSG00000179588	variable	variable	cluster_1	downregulation	downregulation
ENSG00000179598	variable	variable	cluster_1	downregulation	downregulation
ENSG00000179604	peaking	H072	NA	NA	peaking
ENSG00000179630	upregulation	NA	NA	NA	upregulation
ENSG00000179632	high_expression	flat	cluster_3	bending	bending
ENSG00000179715	upregulation	NA	NA	NA	upregulation
ENSG00000179750	variable	variable	cluster_1	downregulation	downregulation
ENSG00000179820	peaking	H072	NA	NA	peaking
ENSG00000179832	variable	variable	cluster_2	upregulation	upregulation
ENSG00000179833	variable	variable	cluster_3	bending	bending
ENSG00000179862	peaking	H012	NA	NA	peaking
ENSG00000179889	variable	variable	cluster_3	bending	bending
ENSG00000179918	upregulation	NA	NA	NA	upregulation
ENSG00000179921	upregulation	NA	NA	NA	upregulation
ENSG00000179933	variable	variable	cluster_2	upregulation	upregulation
ENSG00000179941	variable	variable	cluster_3	bending	bending
ENSG00000179943	variable	variable	cluster_1	downregulation	downregulation
ENSG00000179950	variable	variable	cluster_1	downregulation	downregulation
ENSG00000179958	downregulation	NA	NA	NA	downregulation
ENSG00000179965	variable	variable	cluster_1	downregulation	downregulation
ENSG00000179981	variable	variable	cluster_3	bending	bending
ENSG00000179988	variable	variable	cluster_1	downregulation	downregulation
ENSG00000180008	downregulation	NA	NA	NA	downregulation
ENSG00000180011	variable	variable	cluster_2	upregulation	upregulation
ENSG00000180035	variable	variable	cluster_1	downregulation	downregulation
ENSG00000180061	upregulation	NA	NA	NA	upregulation
ENSG00000180096	downregulation	NA	NA	NA	downregulation
ENSG00000180098	high_expression	flat	cluster_3	bending	bending
ENSG00000180104	high_expression	flat	cluster_2	upregulation	upregulation
ENSG00000180182	variable	variable	cluster_2	upregulation	upregulation
ENSG00000180185	variable	variable	cluster_2	upregulation	upregulation
ENSG00000180198	downregulation	NA	NA	NA	downregulation
ENSG00000180228	downregulation	NA	NA	NA	downregulation
ENSG00000180233	bending	H006	NA	NA	bending
ENSG00000180257	moderate_expression	flat	cluster_3	bending	bending
ENSG00000180304	high_expression	flat	cluster_2	upregulation	upregulation
ENSG00000180329	variable	variable	cluster_1	downregulation	downregulation
ENSG00000180340	variable	variable	cluster_2	upregulation	upregulation
ENSG00000180346	moderate_expression	flat	cluster_1	downregulation	downregulation
ENSG00000180353	variable	variable	cluster_2	upregulation	upregulation
ENSG00000180354	bending	H012	NA	NA	bending
ENSG00000180370	high_expression	flat	cluster_2	upregulation	upregulation
ENSG00000180376	moderate_expression	flat	cluster_1	downregulation	downregulation
ENSG00000180398	high_expression	flat	cluster_3	bending	bending
ENSG00000180549	peaking	H012	NA	NA	peaking
ENSG00000180573	bending	H006	NA	NA	bending
ENSG00000180628	variable	variable	cluster_3	bending	bending
ENSG00000180694	bending	H036	NA	NA	bending
ENSG00000180758	bending	H036	NA	NA	bending
ENSG00000180773	variable	variable	cluster_1	downregulation	downregulation
ENSG00000180776	variable	variable	cluster_3	bending	bending
ENSG00000180817	downregulation	NA	NA	NA	downregulation
ENSG00000180822	downregulation	NA	NA	NA	downregulation
ENSG00000180879	variable	variable	cluster_1	downregulation	downregulation
ENSG00000180891	variable	variable	cluster_3	bending	bending
ENSG00000180900	variable	variable	cluster_1	downregulation	downregulation
ENSG00000180902	variable	variable	cluster_2	upregulation	upregulation
ENSG00000180917	high_expression	flat	cluster_3	bending	bending
ENSG00000180953	variable	variable	cluster_1	downregulation	downregulation
ENSG00000180957	variable	variable	cluster_1	downregulation	downregulation
ENSG00000180964	variable	variable	cluster_2	upregulation	upregulation
ENSG00000180979	moderate_expression	flat	cluster_1	downregulation	downregulation
ENSG00000180992	variable	variable	cluster_1	downregulation	downregulation
ENSG00000181007	downregulation	NA	NA	NA	downregulation
ENSG00000181026	variable	variable	cluster_1	downregulation	downregulation
ENSG00000181027	variable	variable	cluster_1	downregulation	downregulation
ENSG00000181031	variable	variable	cluster_3	bending	bending
ENSG00000181035	downregulation	NA	NA	NA	downregulation
ENSG00000181038	bending	H006	NA	NA	bending
ENSG00000181045	upregulation	NA	NA	NA	upregulation
ENSG00000181090	downregulation	NA	NA	NA	downregulation
ENSG00000181135	high_expression	flat	cluster_3	bending	bending
ENSG00000181163	downregulation	NA	NA	NA	downregulation
ENSG00000181192	moderate_expression	flat	cluster_1	downregulation	downregulation
ENSG00000181222	variable	variable	cluster_1	downregulation	downregulation
