H000	H003	H006	H009	H012	H018	H024	H036	H048	H072	H120	H168	tHMM_pf
Peak646839	2	2	4	4	4	4	4	4	4	4	4	4	3
Peak646874	2	2	2	2	2	4	2	2	2	2	2	2	7
Peak646910	1	2	4	4	4	4	4	2	2	1	1	1	7
Peak647119	2	2	2	2	2	2	4	4	4	4	4	2	2
Peak64730	2	4	4	4	4	4	4	4	4	4	2	3	3
Peak64731	2	4	4	4	4	4	4	4	4	4	2	3	3
Peak647379	2	2	2	2	2	4	4	4	4	5	5	5	2
Peak647380	2	2	2	2	2	4	4	4	4	4	4	5	2
Peak647402	3	5	5	5	5	5	5	5	5	5	5	5	6
Peak647486	2	2	2	2	2	2	4	4	4	4	4	4	2
Peak64749	1	1	1	1	1	1	2	2	2	2	2	2	5
Peak647493	2	2	2	4	4	4	4	4	4	4	2	2	3
Peak64750	1	1	1	1	1	1	2	2	2	2	2	3	1
Peak647525	2	2	2	2	2	2	4	4	4	4	4	4	2
Peak647545	4	4	4	4	4	4	4	4	4	4	2	2	3
Peak647546	4	4	4	4	4	4	4	4	4	4	2	2	3
Peak647547	2	2	2	2	2	4	4	4	2	2	2	2	2
Peak647588	2	2	2	2	2	4	4	4	4	4	4	4	2
Peak647606	2	2	2	2	3	4	4	4	4	4	4	4	2
Peak647607	4	4	4	4	3	5	5	5	5	5	5	5	6
Peak64761	2	2	2	2	2	2	2	2	2	2	3	3	7
Peak647621	4	2	2	2	4	4	4	4	4	4	2	2	3
Peak647708	5	5	5	5	5	5	5	5	5	4	3	3	6
Peak647712	5	5	5	5	5	5	5	5	5	4	4	4	6
Peak647713	5	4	5	5	5	5	4	4	4	4	4	4	6
Peak647788	2	2	4	2	2	2	2	2	2	2	2	2	4
Peak647979	3	6	6	6	6	3	3	3	3	3	3	3	2
Peak647980	6	6	6	6	6	3	3	3	3	3	3	3	3
Peak647981	6	6	6	6	6	6	6	6	3	3	3	3	6
Peak648002	1	4	4	4	4	4	5	5	5	5	4	4	6
Peak648003	1	4	4	4	4	4	4	5	5	5	5	5	3
Peak648066	1	1	1	2	2	2	2	2	2	2	2	2	4
Peak648067	1	1	1	2	2	2	2	2	2	2	2	2	4
Peak648101	2	2	2	2	2	2	2	4	4	4	4	4	2
Peak648102	2	2	2	2	2	2	4	4	4	4	4	4	2
Peak648143	4	4	4	4	4	4	4	2	2	2	2	2	4
Peak648185	4	2	2	2	2	4	4	4	4	4	4	4	2
Peak648186	2	2	2	2	2	4	4	4	4	4	4	4	2
Peak648187	2	2	2	2	2	2	2	4	4	4	4	2	2
Peak648238	5	4	4	4	4	4	4	4	4	4	4	4	3
Peak648239	5	4	4	4	4	4	4	4	4	5	4	4	3
Peak648242	4	4	4	4	4	4	4	4	5	5	5	4	3
Peak648251	4	4	4	4	4	4	4	4	5	5	4	4	3
Peak648252	4	4	4	4	4	4	5	5	5	5	4	4	3
Peak648269	4	4	4	4	4	2	2	2	2	2	2	2	4
Peak648270	4	4	4	4	4	4	4	4	4	4	2	2	3
Peak648313	1	1	1	1	1	1	1	2	2	2	2	2	5
Peak648362	5	5	5	5	5	4	4	4	4	4	3	3	6
Peak648363	5	5	5	5	5	5	5	4	4	4	3	3	6
Peak648364	5	5	5	5	5	5	5	4	4	4	3	3	6
Peak648365	5	5	5	5	5	5	4	4	4	4	4	3	6
Peak648367	2	4	4	4	4	4	4	4	4	4	2	2	3
Peak64838	6	6	6	3	3	3	6	6	6	3	3	3	2
Peak648444	1	1	1	1	1	1	1	1	2	2	2	2	5
Peak648458	1	2	1	1	1	2	2	2	2	1	1	1	1
Peak648466	1	1	1	2	2	2	2	2	2	2	2	2	4
Peak648467	1	2	2	2	2	2	2	2	2	2	2	2	4
Peak6485	4	4	4	4	4	4	4	4	2	2	2	2	3
Peak648570	2	4	4	4	4	4	2	2	2	2	2	2	4
Peak6486	4	4	4	4	4	4	4	4	2	2	2	2	3
Peak648679	4	4	2	2	2	2	2	2	2	1	1	2	7
Peak648780	2	2	2	2	2	2	2	2	2	1	1	1	7
Peak648875	1	1	1	1	1	1	2	4	4	4	4	2	1
Peak648876	1	1	1	1	1	2	2	4	4	4	4	2	1
Peak648971	1	1	1	1	1	1	1	1	1	2	4	4	5
Peak649009	1	1	1	1	1	1	2	2	2	4	4	4	1
Peak649285	1	2	1	2	1	1	2	2	1	1	2	2	5
Peak649310	6	3	3	3	3	6	6	6	6	6	6	6	7
Peak649311	6	3	3	3	3	3	3	3	3	6	6	6	1
Peak649361	1	1	1	1	1	1	1	1	1	2	1	1	5
Peak649518	2	2	2	2	2	2	2	2	2	2	1	1	7
Peak649654	3	3	5	5	5	5	5	5	5	5	5	5	6
Peak649789	1	2	4	4	4	4	4	4	4	4	4	4	3
Peak649790	1	4	4	4	4	4	4	4	4	4	4	4	3
Peak649791	1	2	4	4	4	4	4	4	4	4	4	4	3
Peak649806	1	1	1	1	2	2	2	2	2	2	2	2	1
Peak649904	5	3	5	5	5	5	5	5	5	5	5	5	6
Peak649905	5	3	5	5	5	5	5	5	5	5	5	5	6
Peak649951	2	2	2	2	2	1	1	2	2	2	2	2	7
Peak65002	1	1	1	1	1	1	1	1	1	4	2	2	5
Peak65003	1	1	1	1	1	1	1	1	1	4	2	2	5
Peak650065	3	3	3	3	3	3	3	3	3	6	6	6	4
Peak650066	3	3	3	3	3	3	3	3	3	6	6	6	6
Peak650110	2	2	2	2	2	2	2	2	2	4	2	2	7
Peak650149	1	1	1	1	1	1	1	2	4	4	4	4	1
Peak650217	1	1	1	1	1	2	2	2	2	2	4	4	1
Peak650280	2	2	1	2	2	2	2	4	4	4	4	4	2
Peak650281	1	1	1	1	2	2	2	4	4	4	4	4	1
Peak650378	2	2	2	4	4	4	4	5	5	4	2	2	3
Peak650379	2	4	4	4	4	4	4	5	5	4	2	2	3
Peak650494	4	4	4	4	4	4	4	2	2	2	2	2	4
Peak650555	4	5	5	5	5	5	5	4	4	4	2	2	6
Peak650556	4	5	5	5	5	5	5	4	4	4	4	2	6
Peak650639	4	4	4	4	4	4	4	4	4	5	5	5	3
Peak650693	4	5	5	5	5	5	5	5	5	5	5	4	6
Peak650726	4	4	4	4	4	5	5	5	5	5	5	5	3
Peak650727	4	4	4	4	5	5	5	5	5	5	5	5	6
Peak650751	5	5	5	5	5	5	5	5	5	5	4	4	6
Peak650756	5	6	6	6	5	5	5	5	5	5	5	5	6
Peak6508	2	3	4	4	3	3	3	3	2	2	4	4	4
Peak650837	2	4	4	4	4	4	4	4	4	4	4	2	3
Peak650838	2	4	4	4	4	4	4	4	4	4	4	2	3
Peak650859	4	4	4	5	5	5	5	4	4	4	4	4	6
Peak650860	4	4	4	4	5	5	5	4	4	4	4	4	3
Peak650879	2	4	4	4	4	4	4	4	4	5	5	5	3
Peak650889	2	2	2	4	4	4	4	4	5	5	5	5	2
Peak650899	4	4	4	4	4	4	4	4	5	5	5	5	3
Peak650907	4	4	4	4	5	5	5	5	5	5	5	5	6
Peak650916	5	5	5	5	5	5	4	4	4	4	4	4	6
Peak650971	5	5	5	5	5	5	4	4	4	4	2	2	3
Peak650972	5	5	5	5	5	5	4	4	2	2	2	2	6
Peak650977	5	5	5	5	5	5	5	5	4	4	4	4	6
Peak650978	5	5	5	5	5	5	5	5	4	4	4	4	6
Peak650981	4	5	5	5	5	5	5	4	4	2	2	2	6
Peak65099	2	2	2	2	2	2	2	2	2	1	1	1	7
Peak65100	2	2	2	2	2	2	2	2	2	1	1	1	7
Peak651045	4	4	4	4	4	4	4	4	4	4	2	2	3
Peak651055	5	5	5	5	5	4	4	4	4	4	4	4	6
Peak651056	5	5	5	5	5	5	4	4	4	4	4	4	6
Peak651057	5	5	5	5	5	5	5	4	4	4	4	4	6
Peak6511	2	2	2	2	2	2	2	2	2	4	4	4	7
Peak6512	2	2	2	2	2	2	2	2	2	4	4	4	2
Peak651218	4	4	4	4	4	4	5	5	5	5	5	5	3
Peak651219	4	4	4	4	4	4	5	5	5	5	5	5	3
Peak651229	2	2	2	2	4	4	4	5	5	5	5	5	2
Peak651230	2	2	2	4	4	4	4	5	5	5	5	5	2
Peak651354	5	5	5	5	5	4	4	4	4	4	4	4	6
Peak651355	5	5	5	5	5	4	4	4	4	4	4	4	6
Peak651413	4	5	5	5	5	5	5	5	5	5	5	4	6
Peak651414	4	5	5	5	5	5	5	5	5	5	5	5	6
Peak651415	4	5	5	5	5	5	5	5	5	5	5	5	6
Peak651468	2	4	4	4	4	4	5	5	5	5	5	5	3
Peak651505	5	3	5	5	5	5	5	4	4	4	4	4	6
Peak651506	5	3	5	5	5	5	5	4	4	4	4	4	6
Peak651610	5	5	5	5	5	5	5	5	5	4	4	4	6
Peak651611	5	5	5	5	5	5	5	5	5	5	5	4	6
Peak651840	5	5	5	5	5	5	5	5	5	4	4	4	6
Peak651910	3	3	3	3	3	3	6	6	6	6	6	6	7
Peak65192	4	4	4	4	4	4	2	2	2	2	1	1	4
Peak651954	2	2	2	2	2	2	2	4	4	4	4	4	2
Peak651977	1	1	1	2	2	4	4	5	5	5	5	5	5
Peak651978	1	1	2	2	2	4	4	5	5	5	5	5	2
Peak651979	1	1	2	2	2	4	4	5	5	5	5	5	2
Peak65199	4	4	4	4	4	2	2	2	2	1	1	1	4
Peak652108	3	3	3	3	3	3	3	3	3	3	6	6	1
Peak652109	3	3	3	3	3	3	3	3	3	3	6	6	1
Peak652110	3	3	3	3	3	3	3	3	3	3	6	6	1
Peak652409	4	4	4	4	2	2	2	2	2	2	2	2	4
Peak652474	1	1	1	1	2	2	2	4	4	4	4	2	1
Peak652475	1	1	1	2	2	2	2	4	4	4	4	2	1
Peak652623	2	2	2	2	4	4	4	4	4	5	5	5	2
Peak652655	5	5	5	5	5	5	4	4	4	4	4	4	6
Peak652703	4	4	5	5	5	5	5	5	5	4	4	4	6
Peak652704	4	4	4	5	5	5	5	5	4	4	4	4	6
Peak652705	4	4	4	5	5	5	5	5	4	4	4	4	6
Peak652730	2	2	4	4	4	4	4	4	4	4	4	4	2
Peak652731	2	4	4	4	4	4	4	4	4	4	4	4	3
Peak653475	4	4	4	4	4	4	2	2	4	4	4	4	3
Peak653502	1	1	1	2	2	2	2	2	2	4	4	4	1
Peak653503	1	1	1	2	2	2	2	2	2	4	4	4	1
Peak653592	4	4	4	4	4	2	2	2	2	2	2	2	4
Peak653593	4	4	4	4	4	2	2	2	2	2	2	2	4
Peak653709	4	4	4	4	4	4	4	4	4	4	3	3	3
Peak653710	4	4	4	4	4	4	4	4	5	5	5	5	3
Peak653927	2	4	5	5	5	5	5	5	5	5	5	5	6
Peak653928	4	4	5	5	5	5	5	5	5	5	5	5	6
Peak65398	1	1	1	1	1	2	2	2	2	2	2	2	1
Peak654011	1	1	1	1	1	1	1	2	1	1	2	2	5
Peak65406	4	4	4	4	4	4	4	4	4	2	2	2	3
Peak654185	1	2	2	2	4	4	4	4	4	5	5	5	2
Peak65433	4	4	4	4	4	4	4	4	2	2	2	2	3
Peak65434	4	4	4	4	4	4	4	4	2	2	2	2	3
Peak65446	4	4	4	4	4	4	4	2	2	2	2	2	4
Peak654574	1	1	1	1	1	1	2	2	2	2	2	2	5
Peak654575	1	1	1	1	1	2	2	2	2	2	2	4	1
Peak654649	1	1	2	2	4	4	4	4	4	4	4	2	2
Peak654702	1	1	1	1	1	1	2	2	2	2	2	2	5
Peak654703	1	1	1	1	1	1	2	2	2	2	2	2	5
Peak654920	4	4	4	4	4	4	4	4	4	2	2	2	3
Peak654921	4	4	4	4	4	4	4	4	4	2	2	2	3
Peak654982	1	1	1	1	1	1	1	2	2	2	2	2	5
Peak654995	4	4	4	4	2	2	2	2	2	2	2	3	4
Peak654996	4	4	4	2	2	2	2	2	2	2	2	2	4
Peak655035	4	4	4	4	5	5	5	5	5	5	4	4	6
Peak655036	4	4	4	4	5	5	5	5	5	5	4	4	6
Peak65504	4	4	4	4	4	2	2	2	2	2	2	2	4
Peak65505	4	4	4	4	4	4	4	2	2	2	1	1	3
Peak655261	4	4	4	4	4	4	4	4	4	4	2	2	3
Peak655355	2	2	2	2	2	4	4	4	4	4	4	4	2
Peak655374	4	4	4	4	4	4	4	4	4	4	2	2	3
Peak655430	1	2	2	2	2	2	2	2	2	2	1	1	7
Peak655611	5	5	5	5	5	3	5	5	5	5	5	5	6
Peak655915	4	4	4	4	4	4	2	2	2	2	2	2	4
Peak655916	4	4	4	4	4	2	2	2	2	2	2	2	4
Peak655961	5	5	5	4	4	5	5	5	5	4	5	5	6
Peak655962	5	5	5	5	5	5	5	3	5	4	5	5	6
Peak656011	4	5	5	5	5	5	5	5	5	4	4	2	6
Peak656012	4	5	5	5	5	5	5	5	5	4	4	2	6
Peak656139	4	4	4	4	4	5	5	5	5	5	5	5	3
Peak656167	3	6	6	6	6	6	6	6	6	6	6	6	7
Peak656348	3	3	3	3	3	3	3	3	3	3	6	6	3
Peak656383	2	2	4	4	4	2	4	4	2	2	2	2	3
Peak656384	2	2	4	4	4	2	2	2	2	2	2	2	4
Peak656497	6	6	6	6	6	6	6	6	6	5	5	5	6
Peak656581	3	3	3	3	3	3	3	3	3	6	6	6	3
Peak656582	3	3	3	3	3	3	3	3	3	6	6	6	1
Peak656649	2	2	2	4	4	4	4	4	4	4	4	4	2
Peak656650	2	2	4	4	4	4	4	4	4	4	4	4	3
Peak656657	3	3	3	3	3	3	3	3	3	6	6	6	4
Peak656658	3	3	3	3	3	3	3	3	3	6	6	6	1
Peak656659	3	3	3	3	3	3	3	3	3	6	6	6	4
Peak656918	2	2	2	2	2	4	4	4	4	2	2	2	2
Peak656919	2	2	2	2	2	4	2	2	2	2	2	2	7
Peak65709	1	1	1	1	1	1	1	1	2	2	2	2	5
Peak657143	3	3	3	3	3	3	3	6	6	6	6	6	2
Peak657161	5	5	5	4	4	4	4	4	4	3	2	2	3
Peak657162	5	4	4	4	4	4	4	4	4	2	2	2	3
Peak657255	2	2	4	4	4	4	5	5	5	5	5	5	6
Peak657256	2	2	4	4	5	5	5	5	5	5	5	5	6
Peak657257	4	4	4	4	4	5	5	5	5	5	5	5	3
Peak657263	2	2	4	4	4	4	4	4	4	4	4	4	2
Peak657264	2	2	4	4	4	4	4	4	4	4	4	4	3
Peak657394	4	4	2	2	2	2	2	4	4	4	2	2	4
Peak657395	4	4	4	2	2	2	2	4	4	4	2	2	3
Peak657593	4	4	4	5	5	5	5	5	5	4	4	2	6
Peak657594	4	4	4	5	5	5	5	5	5	4	4	2	6
Peak657670	6	6	6	6	3	3	3	3	3	3	3	3	5
Peak657671	6	6	6	6	3	3	3	3	3	3	3	3	5
Peak657680	5	5	5	5	5	5	5	5	4	4	4	4	6
Peak657681	5	5	5	5	5	5	5	4	4	4	4	2	6
Peak657685	5	5	5	5	5	5	5	5	5	4	4	4	6
Peak65779	1	1	1	1	1	1	1	1	1	1	2	2	5
Peak657932	2	2	4	4	4	4	4	4	4	4	4	4	2
Peak657992	5	4	4	5	5	5	5	5	5	5	5	5	6
Peak657993	5	4	4	4	4	4	4	5	5	5	5	5	3
Peak658027	2	2	4	4	4	4	4	4	4	4	4	4	3
Peak658043	2	2	2	2	2	4	4	4	4	5	5	5	2
Peak658048	5	5	4	4	4	4	4	4	4	4	4	4	3
Peak658090	5	5	5	5	5	5	5	5	5	6	6	6	6
Peak658110	1	2	2	2	4	4	4	4	4	4	4	4	2
Peak658128	3	3	3	3	3	3	3	6	6	6	6	6	4
Peak658129	3	3	3	3	3	6	6	6	6	6	6	6	4
Peak658130	3	3	3	3	3	3	6	6	6	6	6	6	4
Peak658131	3	3	3	3	3	3	3	6	6	6	6	6	1
Peak658145	1	2	4	4	4	4	5	5	5	5	5	5	3
Peak658146	1	2	4	4	4	4	5	5	5	5	5	5	3
Peak658167	6	6	6	3	3	6	6	6	6	6	6	6	7
Peak658236	4	4	5	5	5	5	5	5	5	5	5	5	6
Peak658237	4	4	4	4	4	5	5	5	5	5	5	5	3
Peak658294	2	2	2	4	4	4	4	4	4	4	4	4	2
Peak658295	2	2	4	4	4	4	4	4	4	4	4	4	2
Peak658327	3	3	3	3	3	3	3	3	3	3	6	6	6
Peak658328	3	3	3	3	3	3	3	3	6	6	6	6	4
Peak658329	3	3	3	3	3	3	3	6	6	6	6	6	1
Peak658330	3	3	3	3	3	3	3	3	3	6	6	6	3
Peak658475	5	5	5	5	5	5	5	5	5	6	6	6	6
Peak658476	5	5	5	5	5	5	3	6	6	6	6	6	6
Peak658508	4	4	4	4	4	4	4	4	4	5	5	5	3
Peak658509	4	4	4	4	4	4	4	4	4	5	5	5	3
Peak658560	5	5	5	5	5	5	5	5	5	5	6	6	6
Peak658561	5	5	5	5	5	5	5	3	3	3	6	6	6
Peak658612	2	2	2	2	2	2	4	4	4	4	5	5	2
Peak658978	3	3	3	3	3	3	3	3	3	6	6	6	5
Peak658979	3	3	3	3	3	3	3	3	3	3	6	6	7
Peak65907	4	4	2	2	2	2	2	2	2	2	1	1	7
Peak659171	2	2	2	2	2	4	4	4	4	4	5	5	2
Peak659275	4	4	4	4	4	4	2	2	2	2	2	2	4
Peak659296	4	4	4	4	2	2	2	2	2	2	2	2	4
Peak65931	2	2	2	2	2	2	2	1	1	1	1	1	7
Peak659377	4	4	4	4	4	4	2	2	2	2	2	2	4
Peak659378	4	4	4	4	4	4	2	2	2	2	2	2	4
Peak65941	4	4	4	4	4	4	2	2	2	2	2	2	4
Peak65951	4	4	4	4	2	2	2	2	2	1	1	1	4
Peak659667	4	4	4	4	4	4	4	4	4	5	5	4	3
Peak659668	4	4	4	4	4	4	4	4	4	5	5	4	3
Peak659679	2	2	2	2	2	4	4	4	4	5	5	5	2
Peak659768	2	2	4	4	4	4	4	4	4	4	4	4	2
Peak659769	4	4	4	4	4	4	5	5	5	4	4	4	3
Peak659841	4	4	4	5	5	5	5	5	5	5	5	5	6
Peak659847	5	5	5	5	5	5	5	5	5	5	5	4	6
Peak659862	4	4	4	5	5	5	5	5	5	4	4	4	6
Peak659863	4	4	4	5	5	5	5	5	5	4	4	4	6
Peak659864	4	4	4	5	5	5	5	5	5	5	4	4	6
Peak659928	5	3	5	5	5	5	5	5	5	5	5	5	6
Peak659929	5	3	5	4	4	4	4	4	4	4	4	4	3
Peak659951	4	4	4	4	4	4	4	4	4	5	5	5	3
Peak659980	5	5	5	5	5	5	5	5	4	4	4	4	6
Peak659981	5	5	5	5	5	5	5	5	4	4	4	4	6
Peak659982	5	5	5	5	5	5	5	5	4	4	4	4	6
Peak660035	6	6	6	3	6	6	6	6	6	6	6	6	1
Peak660049	5	5	5	5	5	6	6	6	6	6	6	6	6
Peak660065	5	5	5	5	5	5	5	5	5	6	6	6	6
Peak660274	6	6	6	6	3	3	3	3	3	3	3	3	4
Peak6603	2	2	2	2	2	2	2	2	2	2	2	3	7
Peak660345	5	4	4	4	4	4	4	4	4	4	4	4	3
Peak660363	4	4	4	4	4	4	4	4	2	2	2	2	3
Peak660526	1	2	2	2	2	4	4	4	5	5	4	4	2
Peak660527	2	2	2	2	2	4	4	4	5	5	4	4	2
Peak660582	4	4	4	4	4	4	2	2	2	2	2	2	4
Peak660654	4	4	4	4	4	4	4	4	4	5	4	4	3
Peak660655	4	4	4	4	4	4	4	4	4	5	5	5	3
Peak660713	4	4	4	4	4	4	4	4	5	5	5	4	3
Peak660714	4	4	4	4	4	5	4	4	5	5	5	4	3
Peak660767	3	3	3	3	3	3	3	3	3	5	5	5	6
Peak660768	3	3	3	3	3	3	3	3	3	3	5	5	5
Peak660783	2	2	4	4	4	4	4	4	4	4	2	2	3
Peak660947	2	2	2	2	2	2	2	2	2	1	1	1	7
Peak660968	4	4	4	4	4	4	4	4	2	2	2	2	3
Peak660969	4	4	4	4	4	4	4	4	4	4	4	2	3
Peak660971	4	4	4	4	4	4	4	4	4	4	4	2	3
Peak660972	4	4	4	4	4	4	4	4	4	4	4	2	3
Peak661042	5	5	5	5	5	5	5	5	5	5	3	3	6
Peak661043	5	5	5	5	5	5	5	5	5	5	3	3	6
Peak661055	5	4	4	4	4	4	5	5	5	4	3	3	3
Peak661056	5	5	5	5	5	5	5	5	5	3	3	3	6
Peak661057	5	5	5	5	5	5	5	3	3	3	3	3	6
Peak661063	4	4	4	4	4	4	4	4	4	4	4	2	3
Peak661194	4	4	4	4	4	4	4	4	4	3	3	3	3
Peak661195	4	4	4	4	4	4	4	4	4	3	3	3	3
Peak661275	1	1	1	1	1	1	1	1	2	4	4	5	1
Peak661326	2	2	2	3	2	2	2	2	2	2	2	2	4
Peak661360	1	1	1	1	1	1	1	1	2	2	2	2	5
Peak661361	1	1	1	1	1	1	1	1	2	2	2	2	5
Peak661409	4	4	4	4	2	2	2	2	4	4	4	5	4
Peak661410	4	4	4	2	2	2	2	2	4	4	4	5	4
Peak661411	2	2	4	2	2	2	2	2	4	4	4	4	2
Peak661533	1	1	1	1	1	2	2	2	2	2	4	4	1
Peak661571	2	2	2	2	2	2	2	2	2	1	1	1	7
Peak661669	1	1	1	1	1	1	1	1	2	2	2	2	5
Peak661672	1	1	1	1	1	1	1	1	1	2	4	4	5
Peak661673	1	1	1	1	1	1	1	1	2	2	4	4	5
Peak661674	1	1	1	1	1	1	1	1	2	2	4	4	5
Peak661697	1	1	1	1	1	1	1	1	1	2	2	2	5
Peak661850	2	2	2	2	2	1	1	1	1	1	1	1	7
Peak661868	1	1	1	1	1	1	1	1	1	2	2	2	5
Peak66189	2	2	2	2	2	2	2	2	2	1	1	1	7
Peak66193	1	1	1	1	1	1	1	1	2	2	2	2	5
Peak662055	2	2	2	2	2	1	1	1	1	1	1	1	7
Peak662056	2	2	2	2	1	1	1	1	1	1	1	1	7
Peak662086	2	2	2	2	2	2	1	1	1	1	1	2	7
Peak662102	2	2	2	2	2	2	2	1	1	1	1	2	7
Peak662193	2	2	2	2	2	1	1	1	1	1	1	1	7
Peak662217	2	2	2	2	2	2	2	2	1	1	1	2	7
Peak662244	4	4	4	4	4	4	4	2	2	2	2	2	3
Peak662245	4	4	4	4	4	4	4	2	2	2	2	2	3
Peak662255	2	2	2	2	2	2	2	1	1	1	1	1	7
Peak662273	4	4	4	4	4	4	2	2	2	2	2	2	4
Peak662274	4	4	4	4	4	4	2	2	2	2	2	2	4
Peak662275	4	4	4	4	4	2	2	2	2	1	1	1	4
Peak662281	4	4	4	2	2	2	2	2	1	1	1	1	7
Peak66229	1	1	1	1	1	1	2	2	2	2	4	4	1
Peak66230	1	1	1	1	1	1	1	1	2	2	2	4	5
Peak662372	2	2	1	1	1	1	1	1	1	1	2	2	5
Peak662496	1	1	1	1	1	1	1	1	1	1	2	2	5
Peak662538	1	2	2	2	2	2	2	2	2	2	1	1	7
Peak662551	2	2	2	2	2	2	2	2	2	1	1	1	7
Peak662586	1	1	1	1	1	1	1	1	1	2	4	4	5
Peak662587	1	1	1	1	1	1	1	1	1	2	4	4	5
Peak662636	1	1	1	1	1	1	1	1	1	1	1	2	5
Peak662671	1	2	1	1	1	1	1	2	2	2	2	2	5
Peak662672	1	1	1	1	1	1	1	2	2	2	2	2	5
Peak662809	4	4	4	4	2	2	2	2	2	2	1	1	4
Peak662810	4	4	4	4	2	2	2	2	2	2	1	1	4
Peak662863	2	2	2	2	2	2	1	1	1	1	1	2	7
Peak662864	2	2	2	2	2	2	1	1	1	1	1	2	7
Peak662933	5	5	5	5	5	5	5	5	5	4	4	2	6
Peak662934	5	5	5	5	5	5	5	5	5	4	4	2	6
Peak662935	5	5	5	5	5	5	5	5	5	4	4	2	6
Peak662936	4	5	5	5	5	5	5	5	5	4	4	2	6
Peak662937	4	5	5	5	5	5	5	5	5	4	2	2	6
Peak662957	5	5	5	5	5	5	5	5	5	5	5	3	6
Peak662967	4	4	4	4	4	4	4	2	2	2	2	2	4
Peak662976	2	4	4	4	4	4	2	2	2	2	1	1	4
Peak662984	4	4	4	4	4	2	2	2	2	2	1	1	4
Peak662996	2	4	4	4	4	4	4	2	2	2	2	2	3
Peak662997	2	4	4	4	4	4	4	2	2	2	2	2	3
Peak663002	1	1	1	1	1	1	1	1	1	1	2	2	5
Peak663031	1	1	1	1	1	1	1	1	2	2	2	2	5
Peak663117	1	1	2	2	2	2	2	2	2	2	2	2	4
Peak663128	6	6	6	6	6	6	6	6	6	5	5	5	6
Peak663134	1	1	1	1	1	1	1	1	1	2	2	4	5
Peak663200	4	4	4	4	4	4	4	4	4	4	2	2	3
Peak663201	4	4	4	4	4	4	4	4	4	4	4	2	3
Peak663210	2	2	2	2	4	4	4	4	4	4	2	2	3
Peak663211	2	2	2	2	4	4	4	4	4	4	2	2	3
Peak663220	2	2	2	2	2	2	2	1	1	1	1	1	7
Peak663235	2	2	2	2	2	2	2	2	2	2	3	3	7
Peak663236	4	4	4	4	4	4	4	4	2	2	3	3	3
Peak663237	4	4	4	4	4	4	4	4	4	3	3	3	3
Peak663248	1	1	1	1	1	1	1	1	1	2	2	2	5
Peak663257	1	2	2	2	2	2	2	4	4	2	2	2	2
Peak663370	1	2	1	1	1	1	2	2	4	4	4	4	1
Peak663371	1	2	2	2	1	1	2	2	4	3	3	3	7
Peak663382	2	2	2	2	2	2	4	4	4	4	4	4	2
Peak663383	2	2	2	2	2	4	4	4	4	4	4	4	2
Peak663384	2	2	2	2	2	4	4	4	4	4	4	4	2
Peak663424	2	2	2	2	2	2	2	2	2	3	3	3	7
Peak663425	4	4	4	2	2	2	2	2	2	3	3	3	4
Peak663427	2	2	2	2	2	2	2	2	2	2	3	3	7
Peak663428	2	4	4	4	2	2	2	2	2	2	3	3	4
Peak663429	2	2	2	2	2	2	2	2	2	2	3	3	7
Peak663430	2	2	2	2	2	2	2	2	2	2	3	3	7
Peak663431	2	2	2	2	2	2	2	2	1	1	3	3	7
Peak663508	4	4	4	4	5	5	5	5	5	5	5	5	6
Peak663509	4	4	4	4	5	5	5	5	5	5	5	5	6
Peak66360	1	1	1	1	2	2	2	2	4	2	2	2	5
Peak66361	1	1	2	2	2	4	4	4	4	4	4	4	2
Peak663622	1	1	1	1	1	1	1	1	1	1	2	2	5
Peak663668	1	1	1	1	1	2	2	2	2	2	2	2	1
Peak663669	1	1	1	1	1	1	2	2	2	2	2	2	5
Peak663692	1	1	1	1	1	1	1	2	2	2	2	2	5
Peak663710	1	1	1	1	1	1	1	1	1	2	2	2	5
Peak663714	1	1	1	2	2	2	2	2	2	2	2	2	4
Peak663716	1	1	2	2	2	2	2	2	2	2	4	4	1
Peak663751	2	2	2	2	2	2	2	2	1	1	1	1	7
Peak663819	1	1	2	2	4	4	4	5	5	4	4	4	2
Peak663943	1	2	2	2	2	2	2	2	2	2	2	2	7
Peak663948	2	3	2	2	2	2	1	1	1	1	1	1	7
Peak663960	2	4	4	4	2	2	2	2	1	1	1	1	7
Peak66400	2	2	2	2	2	4	4	4	4	4	4	4	2
Peak664244	1	1	1	1	1	1	1	1	1	1	1	2	5
Peak664343	1	1	1	1	1	1	1	1	1	1	2	2	5
Peak664351	1	1	1	1	1	1	1	2	2	4	4	4	1
Peak664352	1	1	1	1	1	1	1	2	2	4	4	4	1
Peak664374	4	4	4	4	4	4	4	4	4	4	4	2	3
Peak664375	4	4	4	4	4	4	4	5	5	4	4	4	3
Peak664376	2	4	4	4	4	4	4	4	4	4	4	4	3
Peak664384	1	1	1	1	1	2	2	2	2	2	1	2	1
Peak664421	1	1	1	1	1	1	1	1	1	2	2	2	5
Peak664427	1	1	1	1	1	1	1	1	1	1	2	2	5
Peak664452	2	2	2	2	2	2	2	1	1	1	1	2	7
Peak664566	1	1	1	1	1	2	2	2	1	1	1	2	1
Peak664765	2	2	2	2	2	2	2	2	2	1	1	1	7
Peak664782	2	4	4	4	4	4	4	4	4	4	4	4	3
Peak664837	1	2	1	1	1	1	1	1	1	1	2	2	5
Peak665136	1	1	1	1	1	1	1	1	1	2	2	2	5
